class,assd_mean,assd_std,dice_mean,dice_std,hd95_mean,hd95_std,jaccard_mean,jaccard_std
0,37.038864,0.0,0.67489624,0.0,114.72481,0.0,0.51941836,0.0
1,178.82132,0.0,0.00016999987,0.0,214.83672,0.0,8.503931e-05,0.0
2,202.28195,0.0,0.0,0.0,242.82996,0.0,0.0,0.0
3,199.86798,0.0,0.0010390382,0.0,191.10083,0.0,0.0005198611,0.0
4,165.44934,0.0,0.0,0.0,209.86995,0.0,0.0,0.0
